Date,total_spillover,US_to,US_from,US_net,JP_to,JP_from,JP_net,UK_to,UK_from,UK_net,DE_to,DE_from,DE_net,FR_to,FR_from,FR_net,IT_to,IT_from,IT_net,ES_to,ES_from,ES_net,JP_to_US,UK_to_US,DE_to_US,FR_to_US,IT_to_US,ES_to_US,US_to_JP,UK_to_JP,DE_to_JP,FR_to_JP,IT_to_JP,ES_to_JP,US_to_UK,JP_to_UK,DE_to_UK,FR_to_UK,IT_to_UK,ES_to_UK,US_to_DE,JP_to_DE,UK_to_DE,FR_to_DE,IT_to_DE,ES_to_DE,US_to_FR,JP_to_FR,UK_to_FR,DE_to_FR,IT_to_FR,ES_to_FR,US_to_IT,JP_to_IT,UK_to_IT,DE_to_IT,FR_to_IT,ES_to_IT,US_to_ES,JP_to_ES,UK_to_ES,DE_to_ES,FR_to_ES,IT_to_ES
1995-10-10,47.275676275800144,49.51449595443384,33.01037399504851,16.50412195938533,8.029926785147353,19.313091748476964,-11.283164963329611,76.05451506732757,55.76982058787495,20.284694479452618,52.81261036119953,53.97474807973505,-1.1621377185355186,80.89726016086999,54.68818722477861,26.20907293609138,41.10435383910303,48.326303672230324,-7.221949833127297,22.51657176251973,65.84720862245663,-43.3306368599369,1.3487503816937825,12.074629947529026,6.197055127077658,7.544006433951063,3.746851788202121,2.0990803165948515,1.9434102933588309,3.1389422711218202,4.730265173874888,5.3135683873668755,2.394326804894015,1.7925788178605366,11.455902628052083,1.0783202833361991,10.608539875158238,21.37525514094994,6.952844782187108,4.298957878191375,13.050411058992083,2.959988497716297,14.057353874645898,18.749191783601365,2.5927551712876857,2.565047693491722,7.597727533143336,1.342377094896356,19.681784045421583,17.634876326516764,5.589549258178055,2.841872966622523,6.862193923382445,0.764384390075367,10.944541668941238,8.51086061628301,12.325288983789537,8.919034089758727,8.60485051750504,0.5361061374293686,16.157263259667996,5.131013242288975,15.58994943121119,19.828026034354053
1995-10-17,48.481165496876045,49.16026644634829,32.98674998949954,16.173516456848745,8.535199037607342,19.614909958528315,-11.079710920920974,79.41866706168966,56.69106322371995,22.72760383796971,51.86919874322295,57.86406110300864,-5.994862359785685,80.63210855608963,55.628838619438476,25.003269936651158,41.74741723146669,47.7792920637855,-6.031874832318806,28.00530140170782,68.803243520152,-40.797942118444176,1.3426758692959466,13.1408417120339,5.328981992937289,7.154739832217519,3.7134243188386704,2.306086264176212,2.038975911498316,3.3029294194274885,4.946281039741072,5.42117061226282,2.197564442799458,1.7079885327991648,11.405569407844409,0.871769765145229,11.114434815591677,21.079982536784385,7.407304789694242,4.8120019086600045,13.479177528391343,3.4862357010160907,15.090563450078955,17.39904589736356,3.5802322955911476,4.828806230567539,7.055662022917733,1.2376936819257573,19.491408079945625,16.847207948923266,6.584349525664067,4.412517360062031,6.218007486868094,0.7044917219840267,11.43863908183611,7.100586397565031,12.37966627008936,9.937901105442869,8.962874088828402,0.8923322982402963,16.954285318367567,6.531706548464619,17.197503407371993,18.264541858879106
1995-10-24,48.436789772455214,48.49787004912706,33.32515807906164,15.172711970065421,7.471844569847818,19.612357864671168,-12.14051329482335,81.88807349387824,56.516019809696516,25.372053684181722,48.633006019438824,55.974614049863234,-7.3416080304244105,82.61767790111404,55.785765516001426,26.83191238511261,42.492817180313715,48.11363134946979,-5.620814169156077,27.456239193466836,69.7299817384228,-42.27374254495596,1.3792388457191123,13.19267367318441,5.355185425605735,7.503957330681351,3.373464707279652,2.520638096591368,1.8360213764441764,3.9195577836171704,4.64528927713733,6.033325744710558,1.6317514553926167,1.5464122273693264,11.130285308305398,0.6283821010814592,10.527714243273323,21.407395496432887,7.414745259450985,5.407497401152469,13.216938313761782,3.1353788028682215,14.931715073471485,17.43602978520254,3.507708741011054,3.746843333548137,6.884500744266247,0.9969082032514327,20.01982474612866,16.35051433350233,7.153994623801532,4.380022865051214,6.469130509189663,0.7385303050876457,12.69949091913343,5.662113552975812,12.68954079332891,9.854825269754325,8.960993797159775,0.5934063118399406,17.124811298343097,6.092189186944296,17.54742875075781,19.411152393377876
1995-10-31,48.23530092126401,51.30894576598283,33.29590951348004,18.013036252502786,7.637119829936822,20.55049607007561,-12.913376240138788,81.14061871838351,55.07513285877108,26.06548585961243,48.321563507246694,55.33048111157207,-7.008917604325376,83.46786132139513,55.44758318342376,28.020278137971374,40.551401757354505,49.40470521665747,-8.853303459302964,25.21959554854859,68.54279849486807,-43.323202946319476,1.471916818824333,13.222941953893907,5.58691902550634,7.807603239716459,2.817241131183636,2.3892873443553704,2.3948160998476955,3.700477212082488,4.366600043176791,6.557861139335614,1.8966694633307548,1.6340721123022586,11.55528585841587,0.45289051703402095,10.458676642114574,21.20015961235763,6.635288372884699,4.7728318559642755,13.972816165273096,3.244225715282354,14.962771231763117,16.5540601827206,3.036280143927562,3.560327672605335,7.289107244791014,0.9129154258971215,19.85773285322585,15.702187457117875,7.514037451793196,4.171602750598694,6.6888910624825835,0.8610843138600609,12.783081545824219,6.059832240032835,14.32034224173512,8.691473812722656,9.408029335172563,0.6940870390389389,16.61361392159392,6.147348099298285,17.027834905529705,18.651885194234648
1995-11-07,48.07184520803379,53.24755830478179,33.31938597039459,19.9281723343872,7.76385252095956,19.78936689784277,-12.025514376883208,80.84212483533256,55.18139976709926,25.660725068233297,46.28489365987045,55.116363113218995,-8.831469453348546,83.03486540925047,55.067419435381716,27.967445973868756,40.52520706147402,49.24559166618113,-8.720384604707107,24.804414664567695,68.78338960611808,-43.97897494155038,1.743180268348934,14.311801288094006,4.632614795318902,7.664691882075914,2.6975509646654836,2.269546771891357,2.5614205100720158,3.181370773135292,4.161147888505986,6.402786259073029,2.0431488927357093,1.439492574320755,12.444903749985917,0.5229519534554647,9.976930786323436,20.88458604761176,6.509353394746523,4.842673834976157,15.410732860353233,2.975002717471241,14.437413277087188,16.174506686919866,2.726937451587637,3.3917701197998325,6.928026574230785,0.961223172581836,19.47478965074079,15.74057774068945,7.7935704695147425,4.169231827624104,6.620030505621399,0.9207551437305844,12.725705173880296,5.762758082122752,14.524643224870605,8.691699535955488,9.282444104518447,0.64073926537149,16.711044672394987,6.01086436690992,17.38365130869928,18.75464588822394
1995-11-14,48.889494789628046,56.53439011406276,36.226960793927574,20.307429320135185,7.62227324628121,19.957128477421065,-12.334855231139855,84.96715393597869,54.810979106787784,30.156174829190903,47.051453651368114,55.702083046655964,-8.65062939528785,84.16644559269565,55.230436868314875,28.936008724380777,38.62844052744486,50.548083285750785,-11.919642758305926,23.256306459565035,69.75079194853834,-46.4944854889733,1.5430314123175457,16.356258986554533,5.232861061018298,8.688200947463246,2.330942326217648,2.0756660603563044,2.4010061728610808,3.533963050108371,3.90731349780655,6.700950830281453,1.8559028484046118,1.5579920779589962,13.584125275693356,0.6441744674892712,9.532422577844226,20.74330706920987,6.0318598861589985,4.275089830392054,15.836086319062503,2.9677368318115525,15.006745428352291,16.23257184117355,2.596312391266426,3.0626302349896357,7.58434654830376,0.9425966500045065,19.624938500846998,15.6133225646938,7.729174106140703,3.7360584983251015,7.217504866159191,0.8833289324215141,13.039373948599247,6.27743367881309,14.581572102214794,8.548869757542946,9.91132093198289,0.6414049522368217,17.40587402151724,6.488100271192153,17.219842802352744,18.08424896925648
1995-11-21,49.009413574093045,55.24596078758633,36.43272837687694,18.81323241070939,7.241261550395805,20.150440318872967,-12.909178768477162,87.60447711821587,55.27263998549882,32.33183713271705,47.00824043714739,55.100139425346924,-8.091898988199532,84.08946463671037,55.40933979417917,28.680124842531207,38.016636557362695,50.91938782960606,-12.902751272243364,23.859853931232998,69.78121928827053,-45.92136535703754,1.4240677727979258,16.78389786608342,4.868430912311156,8.966421364874565,2.4711724783351094,1.9187379824747608,2.5109067685939452,3.7428375835041825,3.7152050246174886,6.384238317745506,1.8898446883788897,1.9074079360329477,13.313196827391947,0.5692053457995129,9.547559568225081,20.878523955505788,6.360954923999091,4.603199364577407,15.018043672160017,2.7914113478779905,15.591483319425686,16.337936630654724,2.2976079325995853,3.063656522628914,7.596965121685919,0.9225881585496822,19.809652481234583,15.513098851470438,7.592350532787173,3.974684648451362,7.097939419259676,0.8922209953611376,13.521842295060877,6.525328198735024,14.489889444121744,8.392167477067607,9.708908978494831,0.6417679300095303,18.154763572907093,6.838617881788206,17.032454923808032,17.40470600126284
1995-11-28,49.63291267678083,54.66120190670928,37.05026924737534,17.61093265933394,6.056394958377638,17.76665337240719,-11.710258414029553,89.78649189447799,55.898398912136834,33.888092982341156,46.27102045454485,56.70832677747906,-10.437306322934205,85.83884548285471,56.44752851450179,29.391316968352918,39.942873050364,53.32232105139657,-13.379448001032571,24.87356099013728,70.23689086216896,-45.363329872031684,1.5036926350490487,16.622003462058192,4.35818878830748,9.109100890639084,3.386746079553737,2.070537391767799,2.2928984976799422,3.8493131465224617,3.218923256805568,5.821409141401019,1.072642428610591,1.5114669013876023,12.897703453424423,0.3745523797805615,10.105304951340766,21.332652704708302,6.546701233353631,4.641484189529133,14.59314977458049,2.171352046342413,17.009957322509717,15.878216158323635,3.1639527531993483,3.8916987225234507,7.200883665274248,0.7852052698396907,20.40558787756883,14.587239922949726,9.200460875365785,4.268150903503503,8.030887937978271,0.7719435283962137,13.752198764138567,6.409654789318801,15.867413150138919,8.490222881425789,9.64567857777189,0.44964909896970384,18.1474313216802,7.5917087458225145,17.830053437643752,16.5723696802809
1995-12-05,49.57034723757341,55.07844849510071,36.80906513673971,18.269383358360997,6.451956897603154,18.652831812232023,-12.20087491462887,91.41918602941445,56.152618255678156,35.26656777373629,47.56988962996714,58.03969751250617,-10.46980788253903,81.96286287909481,54.8742055072479,27.088657371846914,38.064376851062086,52.83132944952852,-14.766952598466432,26.445709880771442,69.63268298908133,-43.186973108309886,1.9914843014603392,16.635783447829283,5.219132744455147,7.878579502444633,2.5933809927456224,2.4907041478046796,2.7128920013849034,3.5870645573020865,2.814088810838838,6.9312486605496995,1.2025045209882401,1.4050332611682614,12.869358812878653,0.40004322828463623,10.63624086624949,20.790820352057832,6.651585816190663,4.804569180016887,16.899500734411575,2.1237110854370727,17.63026295996215,14.454044359710528,2.8380806818724147,4.094097691112442,6.12191393345261,0.8894854505400552,20.726265222622942,14.006543851314799,8.605050442412509,4.524946606904988,6.977078585092534,0.6504509525351657,14.385392760568553,6.697141508289012,14.99490664927907,9.126358993764185,9.497704427880436,0.3967818793459138,18.454417081129424,8.196741848819862,16.913263355053065,16.173774396852636
1995-12-12,48.05252767993739,53.820470637680856,34.9418884155494,18.878582222131456,6.960319989377965,17.364678151776943,-10.404358162398978,88.7195042029922,55.063823101913556,33.65568110107864,43.63128089753856,57.843879167502564,-14.212598269964005,77.52732034496344,53.43081567511429,24.096504669849153,40.605241279123646,50.38086900675091,-9.775627727627267,25.103556407885073,67.34174024095407,-42.238183833068994,1.8183572810540647,16.357108429521,4.479943288178362,7.402973669038115,2.798381869384346,2.0851238783735293,3.210043010507119,3.1066831236156807,3.016795125370562,5.891361147476853,0.592907844777966,1.5468879000287454,12.382255426801043,0.6951084579805941,10.138984556737652,19.895578960078577,7.648551327511203,4.303344372804482,16.79395099209528,2.7631904884073943,17.676541178116,13.012820913900008,3.9686987219269323,3.628676873056958,5.653783028260728,1.1187820171276295,20.38179913931222,12.034096434216817,10.078500558788486,4.163854497408387,5.971575418652755,0.4080382639041034,13.567445161618073,5.757854978955333,15.300286297407686,9.37566888621297,9.808862761363924,0.15684348090417902,17.62992717080924,8.203606514079818,16.0242993570622,15.518200956734713
1995-12-19,47.19826711642726,55.57410190072679,32.02055480338127,23.553547097345515,7.9343241201877674,15.962842814882919,-8.028518694695151,88.1330556292574,52.86268185721281,35.270373772044586,43.00903248919114,58.00118507566958,-14.99215258647844,74.52238963331959,51.307699135721634,23.214690497597957,38.137470829541634,51.16796432155058,-13.030493492008944,23.077495212766543,69.06494180657205,-45.98744659380551,1.8601524985664442,15.579686555753003,4.331544760955833,6.553545292802078,2.0675963298272397,1.6280293654766618,3.2873561048068733,2.8941474665517712,3.22410148089525,4.207506408045742,0.5840164743835352,1.7657148801997449,12.467018213861332,0.9524651861364675,9.793027696420742,18.761562794897927,7.000299765082605,3.8883082008137415,17.766193511656486,3.33520869946766,17.35030860467343,12.08043568328994,3.610165609608373,3.8588729669736934,5.468096828833936,1.1851874704562997,18.860201818613657,11.585370800203277,10.014486242601789,4.194355975012679,6.76398066608575,0.48466411915846497,14.289016965833422,6.023609185628136,15.864479560554784,7.7422138242900225,9.8214565754824,0.1166461464024366,19.159694217832104,8.051378565087914,17.054859893729116,14.860906408038085
1995-12-26,47.52824051955712,56.89683919319907,32.47324402686806,24.423595166331012,7.169496240168584,15.428712473058354,-8.25921623288977,87.31780065566976,53.878173776683084,33.43962687898667,42.51034826465869,58.64302464175752,-16.132676377098832,75.5607656619465,51.98054202321598,23.580223638730523,38.954333590011764,50.82478302317188,-11.870449433160118,24.288100031245488,69.46920367214497,-45.18110364089948,1.427777914581053,15.982115745516536,4.497106069979674,6.979950631296969,1.930162364361451,1.6561313011323575,3.639274279260867,2.575603460891126,3.06473435047154,3.824424171073099,0.6991873702611423,1.6254888411005652,13.027757676537446,0.8463548766159464,9.776663506787111,18.91375942119064,7.018688294320111,4.294950001231812,18.205651176037474,3.127475187805651,16.96547098467482,12.700485911588967,3.888046659409076,3.755894722241538,5.7173341651369975,1.2689962750087667,19.219855115676882,11.507574595887776,10.19434613050682,4.072435740998748,6.427251038187934,0.40978678247650097,13.857387859365824,5.738039793472806,15.509118125128351,8.883199424540468,9.87957085803834,0.08910520368065794,18.71736748954456,7.926229948059778,17.63302740166848,15.223902771153158
1996-01-02,47.71820749590182,58.0763182200989,32.09879395354979,25.97752426654911,5.133891372483632,14.555131576884207,-9.421240204400576,85.77015531232146,53.23356419469636,32.5365911176251,41.82340117549296,61.42534896803738,-19.601947792544422,73.22198742011108,52.35164363573275,20.870343784378328,42.47276202885092,51.495266707362404,-9.022504678511481,27.528936941953837,68.86770343504986,-41.338766493096024,1.4632441516414676,15.80406090138941,3.8672204596662954,6.629300145836529,2.368204914998998,1.966763380017094,4.788185359817813,2.457226344669896,2.244048478591693,2.1380352559936564,0.7965990690519383,2.1310370687592184,12.812418593627834,0.6145379327841213,9.712785194312168,18.395341616915367,7.222495817576655,4.475985039480224,19.815782668036285,1.6653189090518494,17.215604286530706,13.140726874828827,4.967762056579506,4.620154173010214,5.535037509899181,0.8772123180297812,18.27975978344438,11.515525444611228,11.22486461437879,4.919243965369383,5.91329532895601,0.2916779452132604,13.73277323020913,6.202918050917367,15.93884883674894,9.415753315317703,9.211598759761754,0.2219001157631687,18.280730766077937,8.28090354739422,16.979734689787737,15.892835556265041
1996-01-09,47.26474824802925,56.52031770167113,31.38446686419107,25.135850837480064,5.892169353887567,14.416902732655927,-8.52473337876836,84.78866577925771,52.611638121663056,32.17702765759466,40.912234979196015,61.0116861897727,-20.09945121057669,71.98344853004043,51.81032038973143,20.173128140309004,43.58793925856605,50.63788375654701,-7.04994449798096,27.168462133585816,68.98033968164353,-41.81187754805771,1.6120000998184838,15.390845187510347,3.7104749047615515,6.5853963201207035,2.2274800776537083,1.8582702743262538,4.3927197224185806,2.8954913808846054,2.644352786837452,1.5356514414225226,0.9461765551975742,2.002510845895199,12.757107076908904,0.6088970055223778,9.592336194520238,18.146756695882846,7.151980473758199,4.35456067507049,18.920450261774572,1.8338873142645762,17.15241487971259,13.04107861365207,5.060959504928111,5.002895615440781,5.4784430852333115,1.2201296699567652,17.841353652570827,11.057880666376034,11.390107405676229,4.822405909918267,5.951946013405475,0.3502101704396985,13.438143940896197,5.86259034676435,15.907174472106467,9.127818812934827,9.019651541930282,0.2670450938856708,18.07041673768314,8.04460007993638,16.76739098685583,16.81123524135223
1996-01-16,47.43074830251136,56.24668820446888,31.487493571450003,24.75919463301888,5.484121857894465,13.386695443751307,-7.902573585856842,86.09324743074765,53.54896392090669,32.544283509840966,40.97316834797432,60.8260138543952,-19.852845506420877,72.22713417964648,52.19456289961636,20.032571280030126,43.46797676869355,50.836825234349654,-7.3688484656561,27.522901328154052,69.73468319311021,-42.211781864956166,1.6024682242005948,15.276000633487984,3.721469589516912,6.397648461134223,2.3304554841088505,2.159451179001443,4.185328244314215,2.357767540748094,2.913957115593309,1.8893680387349525,0.7827789730918117,1.2574955312689207,12.481908891616953,0.5542442747297771,9.662006750923013,18.313846156016453,7.510279132201534,5.026678715418948,18.111791103508203,1.8505727180363463,17.502960400423934,13.291812674886831,4.982943079186364,5.0859338783535195,5.7998721115554535,0.9160400180574753,18.322623531979392,11.278581177352274,11.045603632893853,4.831842427777921,6.24944049176364,0.3685798519826201,13.89362620331147,5.563583754856793,15.600095336101829,9.161499596333304,9.41834736171041,0.19221677088766034,18.74026912079679,7.8335699597320225,16.734363512772198,16.81591646721113
1996-01-23,47.37509329759142,58.19361048984155,31.708232076139524,26.485378413702023,5.588539160832951,13.335373802944218,-7.746834642111267,86.70166419827885,52.72587657551582,33.97578762276303,40.02635968520498,61.240730043608224,-21.214370358403244,71.60302464632474,51.46947264096654,20.133552005358197,44.05660831755185,51.33361611045345,-7.2770077929016,25.455846585104943,69.81235183351212,-44.35650524840718,2.1465744557672624,15.193782205996202,3.582145923833783,6.0897790787073225,2.6979521710776444,1.9979982407573136,3.918090781386484,2.675913175501254,2.3654708991014277,1.6746345227951287,1.2289746754089375,1.4722897487509914,12.874269193321494,0.4338234631166386,9.470955125955214,18.143323777041584,7.356946274536653,4.446558741544218,18.87783443525838,1.490051833039054,17.890585268667312,13.408875485077282,5.015469595104,4.557913426462188,5.956772000444002,0.6733502291517405,18.320737346713777,11.168907160490136,11.083213592518733,4.266492311648171,6.85540755743887,0.6444104927107526,13.911513586524611,5.546234272005722,15.661456085831432,8.714594115942061,9.711236521992326,0.2003286870475136,18.709132614875706,7.892646303818714,16.62495569687199,16.674052008905875
1996-01-30,48.69946905894373,55.92530590143373,33.67373478122758,22.25157112020615,5.5040511409157915,12.593474377068091,-7.0894232361522995,89.06948823875484,54.50899581455893,34.560492424195914,42.096769733364106,62.15745964736343,-20.060689913999326,73.33256082871034,53.17104442017702,20.161516408533323,46.78724646002853,53.5359775125349,-6.748731052506372,28.180861109398617,71.255596859676,-43.074735750277384,2.5970287060208253,15.210044398666893,3.8027576263079363,6.173863032555551,3.324477798845966,2.5655632188304147,4.292851459268408,2.6773748690380472,2.3581374084230036,1.4436207630268136,0.6375914981339517,1.1838983791778652,12.262194061542438,0.25557446278761653,10.185093074458049,18.281100897728887,8.459451413585166,5.06558190445677,17.356172219650343,0.893737372613445,18.21586624191597,13.892707036713386,6.0964214528733605,5.702555323596927,5.670298289335876,0.401368256606161,18.395288354667322,11.58850976133098,12.143649398825353,4.971930359411336,7.163522135849842,0.9899402541872072,15.10887355388076,5.192840856908161,16.389468787783624,8.691331923925302,9.180267735786812,0.36640208870054203,19.462040820585855,8.969431005935968,17.151800310902093,16.12565489776473
1996-02-06,49.71192708155538,54.4174812255475,36.28337774464564,18.134103480901857,5.44595650747452,11.997456389280288,-6.551499881805768,95.34302674531781,55.77138644773601,39.5716402975818,41.82853917886907,63.01050599571591,-21.18196681684684,79.51120792898432,54.20335245836836,25.307855470615962,44.051394526187025,54.26109530275812,-10.209700776571097,27.385883458507355,72.45631523238329,-45.07043177387594,2.6481804254568404,16.827028837810236,4.037613730585608,7.556472638298032,2.6085673946350507,2.6055147178598843,4.079189558069225,2.3686214225154663,1.4897471411894103,1.3941192152338835,1.1805393103199073,1.4852397419523944,13.055557560984752,0.17820792005926375,9.91314768526255,19.701565783354997,8.303703475987552,4.6192040220868975,16.75898701291198,0.8506166920871906,19.29819387829201,15.380240247531265,5.3348673751744045,5.387600789719061,5.104377865194716,0.2978202128364501,20.25638266483434,11.942675802328678,11.940556056025343,4.661539857148839,6.887971520849566,0.9811947674256104,15.610028846404038,4.972885259505558,17.182230578833067,8.626784329740278,8.53139770753727,0.4899364896091698,20.98277109546174,9.472469559997265,18.29657946573308,14.68316091404476
1996-02-13,49.838968161306674,55.147443351788766,38.2835815797184,16.863861772070365,5.644989447490929,13.116909964755052,-7.471920517264124,95.76111426090819,55.25151124518775,40.50960301572044,46.42634935902064,63.809226961239055,-17.382877602218414,76.08684233028862,52.91143170210237,23.17541062818625,40.938746924569955,52.701560032747,-11.762813108177042,28.867291455079542,72.79855564339701,-43.93126418831747,2.9330234779273394,17.673656661116606,4.454108063635971,7.075935494669713,2.8624676466698245,3.2843902356989454,4.427193873477445,2.3809709462253696,1.529143487765977,1.0470715240537183,1.3925490917095082,2.3399810415230227,13.737477988392484,0.14933461194815476,10.829736914997328,19.171489099446788,7.1980144694026045,4.165458161000383,15.733973516914757,0.7034663873224379,19.43099321635644,15.275439060721423,5.93891287076572,6.726441909158283,4.794535530779447,0.34982668595371025,19.748334572112395,12.156425862976048,11.73347303158271,4.128836018698071,6.915507824622993,0.8560526608424366,14.733694642387482,5.586451329684489,16.387669486208765,8.222184089000839,9.538754617601635,0.6532856234968502,21.79346422270989,11.870483699960834,17.129237665188214,11.813329814439589
1996-02-20,51.34919889213872,53.697509553288015,41.402697108062114,12.2948124452259,4.665340299202015,12.83421857949206,-8.168878280290045,97.55938573073016,57.02244413421,40.53694159652016,52.45890178107274,64.88196953339873,-12.423067752325991,77.54878822361701,55.09212069746573,22.45666752615128,45.16322793887101,53.47976579171543,-8.31653785284442,28.351238718190178,74.73117640062708,-46.3799376824369,2.4691729340428754,17.887192631191528,5.415043672263703,7.193347208172451,4.393065724782899,4.044874937608655,4.035277019808275,3.0804457601381188,2.0126039110223677,1.5068416836626055,0.7289895637637844,1.4700606410969013,13.934332654478538,0.12210777767324082,11.754029824523267,18.961758198622125,7.747265736496391,4.502949942416429,14.786380582867928,0.5576331626986019,19.15188280468053,15.708197568594564,7.681821622038135,6.996053792518973,5.112370286708896,0.2746893974440854,19.64740835339022,13.24822976398014,12.176352485043722,4.633070410898666,6.869050598330046,0.7800812757497391,15.135469111781896,7.234946793578448,16.755989018624746,6.704228993650551,8.960098411094325,0.4616557515934619,22.656987069547867,12.794047815704815,17.42265454594051,12.435732806746088
